outcome,month,mmwr_week,age_group,vaccination_status,vaccinated_with_outcome,vaccinated_population,unvaccinated_with_outcome,unvaccinated_population,crude_vax_ir,crude_unvax_ir,crude_irr,age_adj_vax_ir,age_adj_unvax_ir,age_adj_irr,monthly_age_adj_vax_ir,monthly_age_adj_unvax_ir,monthly_age_adj_irr,continuity_correction
death,AUG 2022,202234,0.5-4,vaccinated,0,56956,1,6496496.5,0,0.015392912,,,,,,,,0
death,AUG 2022,202234,0.5-4,vax with updated booster,,0,1,6496496.5,,0.015392912,,,,,,,,0
death,AUG 2022,202234,18-29,vaccinated,1,11133660,3,8304401,0.008981772,0.036125423,4.022081785,,,,,,,0
death,AUG 2022,202234,18-29,vax with updated booster,,0,3,8304401,,0.036125423,,,,,,,,0
death,AUG 2022,202234,30-49,vaccinated,13,19981251,22,9599372.85,0.065060991,0.229181639,3.522566036,,,,,,,1
death,AUG 2022,202234,30-49,vax with updated booster,,0,22,9599372.85,,0.229181639,,,,,,,,1
death,AUG 2022,202234,50-64,vaccinated,58,16103664,48,4579932,0.360166481,1.048050495,2.909905694,,,,,,,1
death,AUG 2022,202234,50-64,vax with updated booster,,0,48,4579932,,1.048050495,,,,,,,,1
death,AUG 2022,202234,65-79,vaccinated,164,12002010,120,1161223.65,1.366437788,10.33392663,7.562676265,,,,,,,1
death,AUG 2022,202234,65-79,vax with updated booster,,0,120,1161223.65,,10.33392663,,,,,,,,1
death,AUG 2022,202234,80+,vaccinated,270,3344409,121,506595.9,8.073175261,23.88491498,2.958552764,,,,,,,1
death,AUG 2022,202234,80+,vax with updated booster,,0,121,506595.9,,23.88491498,,,,,,,,1
death,AUG 2022,202234,all_ages,vaccinated,506,67668874,315,28493986.4,,,,0.569530169,2.406251445,4.224976263,0.607333817,2.728836975,4.493141823,1
death,AUG 2022,202234,all_ages,vax with updated booster,,0,315,28493986.4,,,,,2.406251445,,,2.728836975,,1
death,AUG 2022,202235,5-11,vaccinated,0,3012337,0,8311819,0,0,,,,,,,,0
death,AUG 2022,202235,5-11,vax with updated booster,,0,0,8311819,,0,,,,,,,,0
death,AUG 2022,202235,12-17,vaccinated,0,5104486,0,4336833,0,0,,,,,,,,0
death,AUG 2022,202235,12-17,vax with updated booster,,0,0,4336833,,0,,,,,,,,0
death,AUG 2022,202235,0.5-4,vaccinated,0,68531,1,6471418.5,0,0.015452563,,,,,,,,0
death,AUG 2022,202235,0.5-4,vax with updated booster,,0,1,6471418.5,,0.015452563,,,,,,,,0
death,AUG 2022,202235,18-29,vaccinated,0,11139303,1,8292827,0,0.012058614,,,,,,,,0
death,AUG 2022,202235,18-29,vax with updated booster,,0,1,8292827,,0.012058614,,,,,,,,0
death,AUG 2022,202235,30-49,vaccinated,9,19983243,12,9590083.85,0.045037735,0.12512925,2.778320233,,,,,,,1
death,AUG 2022,202235,30-49,vax with updated booster,,0,12,9590083.85,,0.12512925,,,,,,,,1
death,AUG 2022,202235,50-64,vaccinated,43,16098119,53,4575857,0.267111953,1.158252979,4.336207973,,,,,,,1
death,AUG 2022,202235,50-64,vax with updated booster,,0,53,4575857,,1.158252979,,,,,,,,1
death,AUG 2022,202235,65-79,vaccinated,175,11996156,119,1159699.65,1.458800636,10.26127756,7.034050653,,,,,,,1
death,AUG 2022,202235,65-79,vax with updated booster,,0,119,1159699.65,,10.26127756,,,,,,,,1
death,AUG 2022,202235,80+,vaccinated,267,3342710,128,506022.9,7.987531075,25.2952979,3.166848137,,,,,,,1
death,AUG 2022,202235,80+,vax with updated booster,,0,128,506022.9,,25.2952979,,,,,,,,1
death,AUG 2022,202235,all_ages,vaccinated,494,67664017,313,28461323.4,,,,0.550478753,2.429378109,4.413209583,0.607333817,2.728836975,4.493141823,1
death,AUG 2022,202235,all_ages,vax with updated booster,,0,313,28461323.4,,,,,2.429378109,,,2.728836975,,1
death,SEP 2022,202236,5-11,vaccinated,0,3020756,0,8302512,0,0,,,,,,,,0
death,SEP 2022,202236,5-11,vax with updated booster,,0,0,8302512,,0,,,,,,,,0
death,SEP 2022,202236,12-17,vaccinated,0,5106232,0,4333490,0,0,,,,,,,,0
death,SEP 2022,202236,12-17,vax with updated booster,,0,0,4333490,,0,,,,,,,,0
death,SEP 2022,202236,0.5-4,vaccinated,0,78231,0,6453320.5,0,0,,,,,,,,0
death,SEP 2022,202236,0.5-4,vax with updated booster,,0,0,6453320.5,,0,,,,,,,,0
death,SEP 2022,202236,18-29,vaccinated,2,11144842,5,8285751,0.017945521,0.06034456,3.362652945,,,,,,,0
death,SEP 2022,202236,18-29,vax with updated booster,,0,5,8285751,,0.06034456,,,,,,,,0
death,SEP 2022,202236,30-49,vaccinated,13,19986144,18,9584331.85,0.065045063,0.187806519,2.88732933,,,,,,,1
death,SEP 2022,202236,30-49,vax with updated booster,,0,18,9584331.85,,0.187806519,,,,,,,,1
death,SEP 2022,202236,50-64,vaccinated,41,16094019,49,4574224,0.254753023,1.071219949,4.204935174,,,,,,,1
death,SEP 2022,202236,50-64,vax with updated booster,,0,49,4574224,,1.071219949,,,,,,,,1
death,SEP 2022,202236,65-79,vaccinated,153,11991728,85,1159164.65,1.275879506,7.332866819,5.747303553,,,,,,,1
death,SEP 2022,202236,65-79,vax with updated booster,,0,85,1159164.65,,7.332866819,,,,,,,,1
death,SEP 2022,202236,80+,vaccinated,227,3341452,120,505817.9,6.793453864,23.72395283,3.492178398,,,,,,,1
death,SEP 2022,202236,80+,vax with updated booster,,0,120,505817.9,,23.72395283,,,,,,,,1
death,SEP 2022,202236,all_ages,vaccinated,436,67664417,277,28442779.4,,,,0.490469235,2.053893188,4.187608606,0.380774935,1.656418051,4.350123651,1
death,SEP 2022,202236,all_ages,vax with updated booster,,0,277,28442779.4,,,,,2.053893188,,0.111118473,1.656418051,14.90677476,1
death,SEP 2022,202237,5-11,vaccinated,0,3029464,0,8291834,0,0,,,,,,,,0
death,SEP 2022,202237,5-11,vax with updated booster,,0,0,8291834,,0,,,,,,,,0
death,SEP 2022,202237,12-17,vaccinated,0,5109017,1,4329427,0,0.023097745,,,,,,,,0
death,SEP 2022,202237,12-17,vax with updated booster,,0,1,4329427,,0.023097745,,,,,,,,0
death,SEP 2022,202237,0.5-4,vaccinated,0,86936,1,6431728.5,0,0.01554792,,,,,,,,0
death,SEP 2022,202237,0.5-4,vax with updated booster,,0,1,6431728.5,,0.01554792,,,,,,,,0
death,SEP 2022,202237,18-29,vaccinated,2,11150681,3,8277562,0.017936124,0.036242555,2.020645874,,,,,,,0
death,SEP 2022,202237,18-29,vax with updated booster,,404,3,8277562,,0.036242555,,,,,,,,0
death,SEP 2022,202237,30-49,vaccinated,6,19989553,9,9577407.85,0.030015679,0.093971147,3.130735369,,,,,,,1
death,SEP 2022,202237,30-49,vax with updated booster,,934,9,9577407.85,,0.093971147,,,,,,,,1
death,SEP 2022,202237,50-64,vaccinated,40,16092367,40,4571745,0.24856505,0.874939438,3.519961634,,,,,,,1
death,SEP 2022,202237,50-64,vax with updated booster,,626,40,4571745,,0.874939438,,,,,,,,1
death,SEP 2022,202237,65-79,vaccinated,132,11989445,66,1158219.65,1.100968393,5.69840099,5.175807974,,,,,,,1
death,SEP 2022,202237,65-79,vax with updated booster,,934,66,1158219.65,,5.69840099,,,,,,,,1
death,SEP 2022,202237,80+,vaccinated,196,3340929,102,505527.9,5.866631706,20.17692792,3.439269572,,,,,,,1
death,SEP 2022,202237,80+,vax with updated booster,,126,102,505527.9,,20.17692792,,,,,,,,1
death,SEP 2022,202237,all_ages,vaccinated,376,67671992,221,28419889.4,,,,0.419448378,1.65503522,3.945742324,0.380774935,1.656418051,4.350123651,1
death,SEP 2022,202237,all_ages,vax with updated booster,,3024,221,28419889.4,,,,,1.65503522,,0.111118473,1.656418051,14.90677476,1
death,SEP 2022,202238,5-11,vaccinated,1,2926356,1,8053129,0.034172192,0.012417534,0.36338124,,,,,,,0
death,SEP 2022,202238,5-11,vax with updated booster,0,64,1,8053129,0,0.012417534,,,,,,,,0
death,SEP 2022,202238,12-17,vaccinated,0,4914042,0,4222223,0,0,,,,,,,,0
death,SEP 2022,202238,12-17,vax with updated booster,0,6841,0,4222223,0,0,,,,,,,,0
death,SEP 2022,202238,0.5-4,vaccinated,0,92079,0,6230514.5,0,0,,,,,,,,0
death,SEP 2022,202238,0.5-4,vax with updated booster,0,10,0,6230514.5,0,0,,,,,,,,0
death,SEP 2022,202238,18-29,vaccinated,0,10735038,1,8117274,0,0.012319407,,,,,,,,0
death,SEP 2022,202238,18-29,vax with updated booster,0,21252,1,8117274,0,0.012319407,,,,,,,,0
death,SEP 2022,202238,30-49,vaccinated,7,19336746,8,9376343.85,0.036200507,0.085321103,2.356903569,,,,,,,1
death,SEP 2022,202238,30-49,vax with updated booster,0,76399,8,9376343.85,0,0.085321103,,,,,,,,1
death,SEP 2022,202238,50-64,vaccinated,32,15682359,33,4499769,0.204050934,0.73337098,3.594058432,,,,,,,1
death,SEP 2022,202238,50-64,vax with updated booster,0,57334,33,4499769,0,0.73337098,,,,,,,,1
death,SEP 2022,202238,65-79,vaccinated,103,11672710,67,1127308.1,0.88240006,5.94336189,6.735450463,,,,,,,1
death,SEP 2022,202238,65-79,vax with updated booster,0,86960,67,1127308.1,0,5.94336189,,,,,,,,1
death,SEP 2022,202238,80+,vaccinated,162,3260834,93,498122.85,4.968054185,18.67009313,3.758029288,,,,,,,1
death,SEP 2022,202238,80+,vax with updated booster,0,16248,93,498122.85,0,18.67009313,,,,,,,,1
death,SEP 2022,202238,all_ages,vaccinated,304,65601729,202,27841040.8,,,,0.349470989,1.586025334,4.538360503,0.380774935,1.656418051,4.350123651,1
death,SEP 2022,202238,all_ages,vax with updated booster,0,265034,202,27841040.8,,,,0,1.586025334,,0.111118473,1.656418051,14.90677476,1
death,SEP 2022,202239,5-11,vaccinated,0,3040344,0,8275063,0,0,,,,,,,,0
death,SEP 2022,202239,5-11,vax with updated booster,0,151,0,8275063,0,0,,,,,,,,0
death,SEP 2022,202239,12-17,vaccinated,0,5090109,1,4315218,0,0.0231738,,,,,,,,0
death,SEP 2022,202239,12-17,vax with updated booster,0,33655,1,4315218,0,0.0231738,,,,,,,,0
death,SEP 2022,202239,0.5-4,vaccinated,0,110739,0,6394618.5,0,0,,,,,,,,0
death,SEP 2022,202239,0.5-4,vax with updated booster,0,79,0,6394618.5,0,0,,,,,,,,0
death,SEP 2022,202239,18-29,vaccinated,2,11107497,0,8245168,0.018005857,0,0,,,,,,,0
death,SEP 2022,202239,18-29,vax with updated booster,0,82545,0,8245168,0,0,,,,,,,,0
death,SEP 2022,202239,30-49,vaccinated,3,19790100,9,9506381.85,0.015159095,0.094673243,6.245309828,,,,,,,1
death,SEP 2022,202239,30-49,vax with updated booster,0,298415,9,9506381.85,0,0.094673243,,,,,,,,1
death,SEP 2022,202239,50-64,vaccinated,20,15878809,19,4523320,0.125954031,0.420045453,3.334910762,,,,,,,1
death,SEP 2022,202239,50-64,vax with updated booster,1,267929,19,4523320,0.373233207,0.420045453,1.125423583,,,,,,,1
death,SEP 2022,202239,65-79,vaccinated,83,11660587,64,1126059.25,0.7117995,5.683537523,7.98474503,,,,,,,1
death,SEP 2022,202239,65-79,vax with updated booster,0,444155,64,1126059.25,0,5.683537523,,,,,,,,1
death,SEP 2022,202239,80+,vaccinated,121,3277858,70,494181.9,3.691435077,14.16482473,3.83721356,,,,,,,1
death,SEP 2022,202239,80+,vax with updated booster,0,101423,70,494181.9,0,14.16482473,,,,,,,,1
death,SEP 2022,202239,all_ages,vaccinated,229,66804960,163,28210329,,,,0.260476473,1.322174591,5.075984696,0.380774935,1.656418051,4.350123651,1
death,SEP 2022,202239,all_ages,vax with updated booster,1,1228122,163,28210329,,,,0.067578142,1.322174591,19.56512192,0.111118473,1.656418051,14.90677476,1
