outcome,month,mmwr_week,age_group,vaccination_status,vaccinated_with_outcome,vaccinated_population,unvaccinated_with_outcome,unvaccinated_population,crude_vax_ir,crude_unvax_ir,crude_irr,age_adj_vax_ir,age_adj_unvax_ir,age_adj_irr,monthly_age_adj_vax_ir,monthly_age_adj_unvax_ir,monthly_age_adj_irr,continuity_correction
death,JAN 2022,202203,12-17,vaccinated,1,4907684,2,4796328,0.02037621,0.041698566,2.046433855,,,,,,,0
death,JAN 2022,202203,12-17,vax with updated booster,,0,2,4796328,,0.041698566,,,,,,,,0
death,JAN 2022,202203,18-29,vaccinated,8,10812571,34,9111959,0.073987953,0.373136007,5.043199465,,,,,,,0
death,JAN 2022,202203,18-29,vax with updated booster,,0,34,9111959,,0.373136007,,,,,,,,0
death,JAN 2022,202203,30-49,vaccinated,87,19891051,246,10435791,0.43738262,2.357272199,5.389496728,,,,,,,0
death,JAN 2022,202203,30-49,vax with updated booster,,0,246,10435791,,2.357272199,,,,,,,,0
death,JAN 2022,202203,50-64,vaccinated,383,16485227,773,4975702.35,2.323292242,15.53549521,6.686845039,,,,,,,1
death,JAN 2022,202203,50-64,vax with updated booster,,0,773,4975702.35,,15.53549521,,,,,,,,1
death,JAN 2022,202203,65-79,vaccinated,1069,12420409,1601,1367230.55,8.606801918,117.0980271,13.60528896,,,,,,,1
death,JAN 2022,202203,65-79,vax with updated booster,,0,1601,1367230.55,,117.0980271,,,,,,,,1
death,JAN 2022,202203,80+,vaccinated,1352,3464702,1225,576189.9,39.02211503,212.6035184,5.448282806,,,,,,,1
death,JAN 2022,202203,80+,vax with updated booster,,0,1225,576189.9,,212.6035184,,,,,,,,1
death,JAN 2022,202203,all_ages,vaccinated,2900,67981644,3881,31263200.8,,,,3.136584288,25.47326749,8.121340014,2.922772778,24.67246137,8.44145722,1
death,JAN 2022,202203,all_ages,vax with updated booster,,0,3881,31263200.8,,,,,25.47326749,,,24.67246137,,1
death,JAN 2022,202204,5-11,vaccinated,0,1988085,2,9102322,0,0.021972415,,,,,,,,0
death,JAN 2022,202204,5-11,vax with updated booster,,0,2,9102322,,0.021972415,,,,,,,,0
death,JAN 2022,202204,12-17,vaccinated,1,4904528,5,4744410,0.020389322,0.105387182,5.168743848,,,,,,,0
death,JAN 2022,202204,12-17,vax with updated booster,,0,5,4744410,,0.105387182,,,,,,,,0
death,JAN 2022,202204,18-29,vaccinated,12,10792916,23,9023857,0.11118404,0.254879926,2.292414688,,,,,,,0
death,JAN 2022,202204,18-29,vax with updated booster,,0,23,9023857,,0.254879926,,,,,,,,0
death,JAN 2022,202204,30-49,vaccinated,67,19839792,215,10333725,0.337705153,2.080566301,6.160895919,,,,,,,0
death,JAN 2022,202204,30-49,vax with updated booster,,0,215,10333725,,2.080566301,,,,,,,,0
death,JAN 2022,202204,50-64,vaccinated,350,16428403,749,4927608.35,2.130456624,15.20007165,7.134654364,,,,,,,1
death,JAN 2022,202204,50-64,vax with updated booster,,0,749,4927608.35,,15.20007165,,,,,,,,1
death,JAN 2022,202204,65-79,vaccinated,878,12393623,1453,1352681.55,7.084288428,107.4162651,15.16260472,,,,,,,1
death,JAN 2022,202204,65-79,vax with updated booster,,0,1453,1352681.55,,107.4162651,,,,,,,,1
death,JAN 2022,202204,80+,vaccinated,1113,3457491,1222,572900.9,32.19097317,213.3004155,6.626094042,,,,,,,1
death,JAN 2022,202204,80+,vax with updated booster,,0,1222,572900.9,,213.3004155,,,,,,,,1
death,JAN 2022,202204,all_ages,vaccinated,2421,67816753,3667,30955182.8,,,,2.625982939,24.23470373,9.228812333,2.922772778,24.67246137,8.44145722,1
death,JAN 2022,202204,all_ages,vax with updated booster,,0,3667,30955182.8,,,,,24.23470373,,,24.67246137,,1
death,FEB 2022,202205,5-11,vaccinated,0,2114205,2,9022519,0,0.022166759,,,,,,,,0
death,FEB 2022,202205,5-11,vax with updated booster,,0,2,9022519,,0.022166759,,,,,,,,0
death,FEB 2022,202205,12-17,vaccinated,2,4905051,2,4704183,0.040774296,0.042515353,1.042699869,,,,,,,0
death,FEB 2022,202205,12-17,vax with updated booster,,0,2,4704183,,0.042515353,,,,,,,,0
death,FEB 2022,202205,18-29,vaccinated,3,10793055,20,8954335,0.027795652,0.223355503,8.035627436,,,,,,,0
death,FEB 2022,202205,18-29,vax with updated booster,,0,20,8954335,,0.223355503,,,,,,,,0
death,FEB 2022,202205,30-49,vaccinated,57,19819807,126,10255045,0.287591095,1.22866355,4.272258673,,,,,,,0
death,FEB 2022,202205,30-49,vax with updated booster,,0,126,10255045,,1.22866355,,,,,,,,0
death,FEB 2022,202205,50-64,vaccinated,230,16397810,538,4897843,1.402626326,10.98442723,7.831328288,,,,,,,1
death,FEB 2022,202205,50-64,vax with updated booster,,0,538,4897843,,10.98442723,,,,,,,,1
death,FEB 2022,202205,65-79,vaccinated,692,12378363,1098,1343812.45,5.590399958,81.70783058,14.6157397,,,,,,,1
death,FEB 2022,202205,65-79,vax with updated booster,,0,1098,1343812.45,,81.70783058,,,,,,,,1
death,FEB 2022,202205,80+,vaccinated,745,3453052,903,570518.9,21.57511674,158.2769651,7.336088466,,,,,,,1
death,FEB 2022,202205,80+,vax with updated booster,,0,903,570518.9,,158.2769651,,,,,,,,1
death,FEB 2022,202205,all_ages,vaccinated,1729,67747138,2687,30725737.35,,,,1.86643039,18.04102246,9.666056959,1.155535162,11.73511303,10.15556551,1
death,FEB 2022,202205,all_ages,vax with updated booster,,0,2687,30725737.35,,,,,18.04102246,,,11.73511303,,1
death,FEB 2022,202206,5-11,vaccinated,0,2246988,1,8935258,0,0.011191619,,,,,,,,0
death,FEB 2022,202206,5-11,vax with updated booster,,0,1,8935258,,0.011191619,,,,,,,,0
death,FEB 2022,202206,12-17,vaccinated,0,4922038,2,4662284,0,0.04289743,,,,,,,,0
death,FEB 2022,202206,12-17,vax with updated booster,,0,2,4662284,,0.04289743,,,,,,,,0
death,FEB 2022,202206,18-29,vaccinated,3,10809410,14,8891741,0.027753596,0.15744948,5.673119959,,,,,,,0
death,FEB 2022,202206,18-29,vax with updated booster,,0,14,8891741,,0.15744948,,,,,,,,0
death,FEB 2022,202206,30-49,vaccinated,34,19821516,93,10182693,0.171530775,0.913314385,5.324492854,,,,,,,0
death,FEB 2022,202206,30-49,vax with updated booster,,0,93,10182693,,0.913314385,,,,,,,,0
death,FEB 2022,202206,50-64,vaccinated,152,16379783,395,4871890,0.927973222,8.107736423,8.737037054,,,,,,,1
death,FEB 2022,202206,50-64,vax with updated booster,,0,395,4871890,,8.107736423,,,,,,,,1
death,FEB 2022,202206,65-79,vaccinated,488,12365356,834,1334715.45,3.94650991,62.48522859,15.83303476,,,,,,,1
death,FEB 2022,202206,65-79,vax with updated booster,,0,834,1334715.45,,62.48522859,,,,,,,,1
death,FEB 2022,202206,80+,vaccinated,531,3449396,694,568213.9,15.39399941,122.1371037,7.934072256,,,,,,,1
death,FEB 2022,202206,80+,vax with updated booster,,0,694,568213.9,,122.1371037,,,,,,,,1
death,FEB 2022,202206,all_ages,vaccinated,1208,67747499,2032,30511537.35,,,,1.299860842,13.77666553,10.59856955,1.155535162,11.73511303,10.15556551,1
death,FEB 2022,202206,all_ages,vax with updated booster,,0,2032,30511537.35,,,,,13.77666553,,,11.73511303,,1
death,FEB 2022,202207,5-11,vaccinated,0,2376210,0,8882772,0,0,,,,,,,,0
death,FEB 2022,202207,5-11,vax with updated booster,,0,0,8882772,,0,,,,,,,,0
death,FEB 2022,202207,12-17,vaccinated,0,4951066,1,4634780,0,0.021575997,,,,,,,,0
death,FEB 2022,202207,12-17,vax with updated booster,,0,1,4634780,,0.021575997,,,,,,,,0
death,FEB 2022,202207,18-29,vaccinated,1,10842752,9,8841341,0.009222751,0.101794513,11.03732658,,,,,,,0
death,FEB 2022,202207,18-29,vax with updated booster,,0,9,8841341,,0.101794513,,,,,,,,0
death,FEB 2022,202207,30-49,vaccinated,27,19850238,65,10127633,0.13601852,0.641808407,4.718536898,,,,,,,0
death,FEB 2022,202207,30-49,vax with updated booster,,0,65,10127633,,0.641808407,,,,,,,,0
death,FEB 2022,202207,50-64,vaccinated,109,16380580,295,4854154,0.665422103,6.077269077,9.132953422,,,,,,,1
death,FEB 2022,202207,50-64,vax with updated booster,,0,295,4854154,,6.077269077,,,,,,,,1
death,FEB 2022,202207,65-79,vaccinated,336,12361303,532,1328761.45,2.718160052,40.03728434,14.72955366,,,,,,,1
death,FEB 2022,202207,65-79,vax with updated booster,,0,532,1328761.45,,40.03728434,,,,,,,,1
death,FEB 2022,202207,80+,vaccinated,343,3448080,417,566592.9,9.947565022,73.597816,7.398576017,,,,,,,1
death,FEB 2022,202207,80+,vax with updated booster,,0,417,566592.9,,73.597816,,,,,,,,1
death,FEB 2022,202207,all_ages,vaccinated,816,67834019,1319,30353262.35,,,,0.878347943,8.819877518,10.04143926,1.155535162,11.73511303,10.15556551,1
death,FEB 2022,202207,all_ages,vax with updated booster,,0,1319,30353262.35,,,,,8.819877518,,,11.73511303,,1
death,FEB 2022,202208,5-11,vaccinated,0,2493432,0,8827880,0,0,,,,,,,,0
death,FEB 2022,202208,5-11,vax with updated booster,,0,0,8827880,,0,,,,,,,,0
death,FEB 2022,202208,12-17,vaccinated,0,4980458,1,4608492,0,0.021699072,,,,,,,,0
death,FEB 2022,202208,12-17,vax with updated booster,,0,1,4608492,,0.021699072,,,,,,,,0
death,FEB 2022,202208,18-29,vaccinated,2,10877743,7,8798652,0.018386167,0.079557641,4.32703788,,,,,,,0
death,FEB 2022,202208,18-29,vax with updated booster,,0,7,8798652,,0.079557641,,,,,,,,0
death,FEB 2022,202208,30-49,vaccinated,9,19877045,51,10080788,0.04527836,0.505912831,11.17339124,,,,,,,0
death,FEB 2022,202208,30-49,vax with updated booster,,0,51,10080788,,0.505912831,,,,,,,,0
death,FEB 2022,202208,50-64,vaccinated,68,16380517,167,4838607,0.415127313,3.451406572,8.314091769,,,,,,,1
death,FEB 2022,202208,50-64,vax with updated booster,,0,167,4838607,,3.451406572,,,,,,,,1
death,FEB 2022,202208,65-79,vaccinated,213,12355673,373,1323513.45,1.723904477,28.1825621,16.34809961,,,,,,,1
death,FEB 2022,202208,65-79,vax with updated booster,,0,373,1323513.45,,28.1825621,,,,,,,,1
death,FEB 2022,202208,80+,vaccinated,246,3446190,312,565368.9,7.138317969,55.18520739,7.730841864,,,,,,,1
death,FEB 2022,202208,80+,vax with updated booster,,0,312,565368.9,,55.18520739,,,,,,,,1
death,FEB 2022,202208,all_ages,vaccinated,538,67917626,911,30215421.35,,,,0.57650478,6.21700369,10.78395862,1.155535162,11.73511303,10.15556551,1
death,FEB 2022,202208,all_ages,vax with updated booster,,0,911,30215421.35,,,,,6.21700369,,,11.73511303,,1
death,MAR 2022,202209,5-11,vaccinated,0,2584010,0,8784709,0,0,,,,,,,,0
death,MAR 2022,202209,5-11,vax with updated booster,,0,0,8784709,,0,,,,,,,,0
death,MAR 2022,202209,12-17,vaccinated,0,5004613,0,4586288,0,0,,,,,,,,0
death,MAR 2022,202209,12-17,vax with updated booster,,0,0,4586288,,0,,,,,,,,0
death,MAR 2022,202209,18-29,vaccinated,0,10910400,2,8759842,0,0.022831462,,,,,,,,0
death,MAR 2022,202209,18-29,vax with updated booster,,0,2,8759842,,0.022831462,,,,,,,,0
death,MAR 2022,202209,30-49,vaccinated,9,19902938,36,10039508,0.045219455,0.358583309,7.929845965,,,,,,,0
death,MAR 2022,202209,30-49,vax with updated booster,,0,36,10039508,,0.358583309,,,,,,,,0
death,MAR 2022,202209,50-64,vaccinated,53,16381977,117,4824949,0.323526275,2.424896097,7.495206055,,,,,,,1
death,MAR 2022,202209,50-64,vax with updated booster,,0,117,4824949,,2.424896097,,,,,,,,1
death,MAR 2022,202209,65-79,vaccinated,142,12352740,256,1318663.45,1.149542531,19.4135964,16.88810625,,,,,,,1
death,MAR 2022,202209,65-79,vax with updated booster,,0,256,1318663.45,,19.4135964,,,,,,,,1
death,MAR 2022,202209,80+,vaccinated,171,3445071,193,563932.9,4.963613232,34.22392983,6.894963051,,,,,,,1
death,MAR 2022,202209,80+,vax with updated booster,,0,193,563932.9,,34.22392983,,,,,,,,1
death,MAR 2022,202209,all_ages,vaccinated,375,67997739,604,30093183.35,,,,0.404260462,4.134531749,10.22739579,0.233114493,2.147843299,9.213684085,1
death,MAR 2022,202209,all_ages,vax with updated booster,,0,604,30093183.35,,,,,4.134531749,,,2.147843299,,1
death,MAR 2022,202210,5-11,vaccinated,0,2655819,1,8752611,0,0.011425162,,,,,,,,0
death,MAR 2022,202210,5-11,vax with updated booster,,0,1,8752611,,0.011425162,,,,,,,,0
death,MAR 2022,202210,12-17,vaccinated,0,5022870,1,4569605,0,0.02188373,,,,,,,,0
death,MAR 2022,202210,12-17,vax with updated booster,,0,1,4569605,,0.02188373,,,,,,,,0
death,MAR 2022,202210,18-29,vaccinated,0,10934656,4,8728657,0,0.045826065,,,,,,,,0
death,MAR 2022,202210,18-29,vax with updated booster,,0,4,8728657,,0.045826065,,,,,,,,0
death,MAR 2022,202210,30-49,vaccinated,8,19920230,25,10006165,0.040160179,0.24984597,6.221236483,,,,,,,0
death,MAR 2022,202210,30-49,vax with updated booster,,0,25,10006165,,0.24984597,,,,,,,,0
death,MAR 2022,202210,50-64,vaccinated,30,16382068,69,4814142,0.183127063,1.433277207,7.826681556,,,,,,,1
death,MAR 2022,202210,50-64,vax with updated booster,,0,69,4814142,,1.433277207,,,,,,,,1
death,MAR 2022,202210,65-79,vaccinated,111,12350633,138,1315128.45,0.89873936,10.49327159,11.67554472,,,,,,,1
death,MAR 2022,202210,65-79,vax with updated booster,,0,138,1315128.45,,10.49327159,,,,,,,,1
death,MAR 2022,202210,80+,vaccinated,102,3444378,143,562961.9,2.961347448,25.40136375,8.577637105,,,,,,,1
death,MAR 2022,202210,80+,vax with updated booster,,0,143,562961.9,,25.40136375,,,,,,,,1
death,MAR 2022,202210,all_ages,vaccinated,251,68054835,380,29996659.35,,,,0.268176297,2.564347107,9.562169111,0.233114493,2.147843299,9.213684085,1
death,MAR 2022,202210,all_ages,vax with updated booster,,0,380,29996659.35,,,,,2.564347107,,,2.147843299,,1
death,MAR 2022,202211,5-11,vaccinated,0,2712458,1,8722672,0,0.011464377,,,,,,,,0
death,MAR 2022,202211,5-11,vax with updated booster,,0,1,8722672,,0.011464377,,,,,,,,0
death,MAR 2022,202211,12-17,vaccinated,0,5039296,0,4551726,0,0,,,,,,,,0
death,MAR 2022,202211,12-17,vax with updated booster,,0,0,4551726,,0,,,,,,,,0
death,MAR 2022,202211,18-29,vaccinated,1,10956107,2,8698591,0.00912733,0.022992229,2.519053258,,,,,,,0
death,MAR 2022,202211,18-29,vax with updated booster,,0,2,8698591,,0.022992229,,,,,,,,0
death,MAR 2022,202211,30-49,vaccinated,4,19935806,17,9973629,0.020064401,0.170449492,8.495120031,,,,,,,0
death,MAR 2022,202211,30-49,vax with updated booster,,0,17,9973629,,0.170449492,,,,,,,,0
death,MAR 2022,202211,50-64,vaccinated,17,16381805,57,4804022,0.103773668,1.186505807,11.43359221,,,,,,,1
death,MAR 2022,202211,50-64,vax with updated booster,,0,57,4804022,,1.186505807,,,,,,,,1
death,MAR 2022,202211,65-79,vaccinated,78,12348085,108,1311203.45,0.631676896,8.236708041,13.03943218,,,,,,,1
death,MAR 2022,202211,65-79,vax with updated booster,,0,108,1311203.45,,8.236708041,,,,,,,,1
death,MAR 2022,202211,80+,vaccinated,92,3443447,79,561883.9,2.671741427,14.05984404,5.262426931,,,,,,,1
death,MAR 2022,202211,80+,vax with updated booster,,0,79,561883.9,,14.05984404,,,,,,,,1
death,MAR 2022,202211,all_ages,vaccinated,192,68104546,263,29901055.35,,,,0.206495503,1.77351871,8.588655362,0.233114493,2.147843299,9.213684085,1
death,MAR 2022,202211,all_ages,vax with updated booster,,0,263,29901055.35,,,,,1.77351871,,,2.147843299,,1
death,MAR 2022,202212,5-11,vaccinated,0,2754573,1,8688939,0,0.011508885,,,,,,,,0
death,MAR 2022,202212,5-11,vax with updated booster,,0,1,8688939,,0.011508885,,,,,,,,0
death,MAR 2022,202212,12-17,vaccinated,0,5051493,0,4529198,0,0,,,,,,,,0
death,MAR 2022,202212,12-17,vax with updated booster,,0,0,4529198,,0,,,,,,,,0
death,MAR 2022,202212,18-29,vaccinated,1,10975359,2,8671764,0.009111319,0.023063358,2.531286368,,,,,,,0
death,MAR 2022,202212,18-29,vax with updated booster,,0,2,8671764,,0.023063358,,,,,,,,0
death,MAR 2022,202212,30-49,vaccinated,3,19951336,14,9945194,0.015036587,0.140771512,9.361932474,,,,,,,0
death,MAR 2022,202212,30-49,vax with updated booster,,0,14,9945194,,0.140771512,,,,,,,,0
death,MAR 2022,202212,50-64,vaccinated,18,16382426,41,4794265,0.109873837,0.855188439,7.783367396,,,,,,,1
death,MAR 2022,202212,50-64,vax with updated booster,,0,41,4794265,,0.855188439,,,,,,,,1
death,MAR 2022,202212,65-79,vaccinated,46,12346596,81,1308043.25,0.372572327,6.192455792,16.6208152,,,,,,,1
death,MAR 2022,202212,65-79,vax with updated booster,,0,81,1308043.25,,6.192455792,,,,,,,,1
death,MAR 2022,202212,80+,vaccinated,59,3442833,63,560960.9,1.713704963,11.23072927,6.553478873,,,,,,,1
death,MAR 2022,202212,80+,vax with updated booster,,0,63,560960.9,,11.23072927,,,,,,,,1
death,MAR 2022,202212,all_ages,vaccinated,127,68150043,201,29809425.15,,,,0.138060387,1.359051156,9.843889203,0.233114493,2.147843299,9.213684085,1
death,MAR 2022,202212,all_ages,vax with updated booster,,0,201,29809425.15,,,,,1.359051156,,,2.147843299,,1
death,MAR 2022,202213,5-11,vaccinated,0,2790885,0,8657383,0,0,,,,,,,,0
death,MAR 2022,202213,5-11,vax with updated booster,,0,0,8657383,,0,,,,,,,,0
death,MAR 2022,202213,12-17,vaccinated,0,5059415,0,4520170,0,0,,,,,,,,0
death,MAR 2022,202213,12-17,vax with updated booster,,0,0,4520170,,0,,,,,,,,0
death,MAR 2022,202213,18-29,vaccinated,1,10991888,2,8649732,0.009097618,0.023122104,2.541555738,,,,,,,0
death,MAR 2022,202213,18-29,vax with updated booster,,0,2,8649732,,0.023122104,,,,,,,,0
death,MAR 2022,202213,30-49,vaccinated,3,19962993,11,9922567,0.015027807,0.11085841,7.376885538,,,,,,,0
death,MAR 2022,202213,30-49,vax with updated booster,,0,11,9922567,,0.11085841,,,,,,,,0
death,MAR 2022,202213,50-64,vaccinated,18,16380735,25,4784688,0.109885179,0.522500109,4.754964343,,,,,,,1
death,MAR 2022,202213,50-64,vax with updated booster,,0,25,4784688,,0.522500109,,,,,,,,1
death,MAR 2022,202213,65-79,vaccinated,51,12343596,49,1300866.7,0.413169712,3.766719526,9.116640015,,,,,,,1
death,MAR 2022,202213,65-79,vax with updated booster,,0,49,1300866.7,,3.766719526,,,,,,,,1
death,MAR 2022,202213,80+,vaccinated,64,3441858,45,558995.9,1.859460791,8.050148489,4.329291872,,,,,,,1
death,MAR 2022,202213,80+,vax with updated booster,,0,45,558995.9,,8.050148489,,,,,,,,1
death,MAR 2022,202213,all_ages,vaccinated,137,68180485,132,29737019.6,,,,0.148485677,0.887244281,5.975285267,0.233114493,2.147843299,9.213684085,1
death,MAR 2022,202213,all_ages,vax with updated booster,,0,132,29737019.6,,,,,0.887244281,,,2.147843299,,1
death,APR 2022,202214,5-11,vaccinated,0,2824128,0,8644904,0,0,,,,,,,,0
death,APR 2022,202214,5-11,vax with updated booster,,0,0,8644904,,0,,,,,,,,0
death,APR 2022,202214,12-17,vaccinated,0,5069249,0,4509696,0,0,,,,,,,,0
death,APR 2022,202214,12-17,vax with updated booster,,0,0,4509696,,0,,,,,,,,0
death,APR 2022,202214,18-29,vaccinated,1,11004078,1,8628667,0.00908754,0.011589276,1.275292928,,,,,,,0
death,APR 2022,202214,18-29,vax with updated booster,,0,1,8628667,,0.011589276,,,,,,,,0
death,APR 2022,202214,30-49,vaccinated,4,19969875,9,9902500.85,0.02003017,0.090886132,4.537461741,,,,,,,1
death,APR 2022,202214,30-49,vax with updated booster,,0,9,9902500.85,,0.090886132,,,,,,,,1
death,APR 2022,202214,50-64,vaccinated,13,16377950,28,4772776,0.079375013,0.586660677,7.390999413,,,,,,,1
death,APR 2022,202214,50-64,vax with updated booster,,0,28,4772776,,0.586660677,,,,,,,,1
death,APR 2022,202214,65-79,vaccinated,48,12340432,49,1289954.7,0.388965313,3.798583005,9.76586568,,,,,,,1
death,APR 2022,202214,65-79,vax with updated booster,,0,49,1289954.7,,3.798583005,,,,,,,,1
death,APR 2022,202214,80+,vaccinated,60,3440714,47,555472.9,1.743824102,8.461258866,4.85212864,,,,,,,1
death,APR 2022,202214,80+,vax with updated booster,,0,47,555472.9,,8.461258866,,,,,,,,1
death,APR 2022,202214,all_ages,vaccinated,126,68202298,134,29659067.45,,,,0.137431256,0.909391173,6.617062234,0.191094376,0.909104717,4.75735987,1
death,APR 2022,202214,all_ages,vax with updated booster,,0,134,29659067.45,,,,,0.909391173,,,0.909104717,,1
death,APR 2022,202215,5-11,vaccinated,0,2850942,1,8636058,0,0.011579357,,,,,,,,0
death,APR 2022,202215,5-11,vax with updated booster,,0,1,8636058,,0.011579357,,,,,,,,0
death,APR 2022,202215,12-17,vaccinated,0,5076143,1,4504160,0,0.022201698,,,,,,,,0
death,APR 2022,202215,12-17,vax with updated booster,,0,1,4504160,,0.022201698,,,,,,,,0
death,APR 2022,202215,18-29,vaccinated,0,11014472,6,8605224,0,0.069725088,,,,,,,,0
death,APR 2022,202215,18-29,vax with updated booster,,0,6,8605224,,0.069725088,,,,,,,,0
death,APR 2022,202215,30-49,vaccinated,4,19973960,11,9879743.85,0.020026074,0.111338919,5.559697785,,,,,,,1
death,APR 2022,202215,30-49,vax with updated booster,,0,11,9879743.85,,0.111338919,,,,,,,,1
death,APR 2022,202215,50-64,vaccinated,22,16361014,34,4759014,0.134465993,0.714433704,5.313118107,,,,,,,1
death,APR 2022,202215,50-64,vax with updated booster,,0,34,4759014,,0.714433704,,,,,,,,1
death,APR 2022,202215,65-79,vaccinated,48,12307649,43,1278102.15,0.390001372,3.364363326,8.626542275,,,,,,,1
death,APR 2022,202215,65-79,vax with updated booster,,0,43,1278102.15,,3.364363326,,,,,,,,1
death,APR 2022,202215,80+,vaccinated,63,3431701,34,551542.9,1.835824275,6.164525008,3.357905815,,,,,,,1
death,APR 2022,202215,80+,vax with updated booster,,0,34,551542.9,,6.164525008,,,,,,,,1
death,APR 2022,202215,all_ages,vaccinated,137,68164939,129,29577786.9,,,,0.149468455,0.812367419,5.435042604,0.191094376,0.909104717,4.75735987,1
death,APR 2022,202215,all_ages,vax with updated booster,,0,129,29577786.9,,,,,0.812367419,,,0.909104717,,1
death,APR 2022,202216,5-11,vaccinated,0,2871042,1,8620672,0,0.011600024,,,,,,,,0
death,APR 2022,202216,5-11,vax with updated booster,,0,1,8620672,,0.011600024,,,,,,,,0
death,APR 2022,202216,12-17,vaccinated,0,5082055,0,4493363,0,0,,,,,,,,0
death,APR 2022,202216,12-17,vax with updated booster,,0,0,4493363,,0,,,,,,,,0
death,APR 2022,202216,18-29,vaccinated,0,11023843,1,8588146,0,0.011643957,,,,,,,,0
death,APR 2022,202216,18-29,vax with updated booster,,0,1,8588146,,0.011643957,,,,,,,,0
death,APR 2022,202216,30-49,vaccinated,6,19977680,6,9863037.85,0.030033517,0.060833184,2.025509818,,,,,,,1
death,APR 2022,202216,30-49,vax with updated booster,,0,6,9863037.85,,0.060833184,,,,,,,,1
death,APR 2022,202216,50-64,vaccinated,19,16345551,20,4747868,0.116239581,0.421241703,3.623909333,,,,,,,1
death,APR 2022,202216,50-64,vax with updated booster,,0,20,4747868,,0.421241703,,,,,,,,1
death,APR 2022,202216,65-79,vaccinated,56,12275815,44,1267230.15,0.456181524,3.472139611,7.611311343,,,,,,,1
death,APR 2022,202216,65-79,vax with updated booster,,0,44,1267230.15,,3.472139611,,,,,,,,1
death,APR 2022,202216,80+,vaccinated,116,3421585,43,547539.9,3.390241657,7.853308955,2.316445183,,,,,,,1
death,APR 2022,202216,80+,vax with updated booster,,0,43,547539.9,,7.853308955,,,,,,,,1
death,APR 2022,202216,all_ages,vaccinated,197,68126529,114,29507184.9,,,,0.219887576,0.807208597,3.671005938,0.191094376,0.909104717,4.75735987,1
death,APR 2022,202216,all_ages,vax with updated booster,,0,114,29507184.9,,,,,0.807208597,,,0.909104717,,1
death,APR 2022,202217,5-11,vaccinated,0,2888313,1,8607083,0,0.011618338,,,,,,,,0
death,APR 2022,202217,5-11,vax with updated booster,,0,1,8607083,,0.011618338,,,,,,,,0
death,APR 2022,202217,12-17,vaccinated,0,5085778,0,4484967,0,0,,,,,,,,0
death,APR 2022,202217,12-17,vax with updated booster,,0,0,4484967,,0,,,,,,,,0
death,APR 2022,202217,18-29,vaccinated,1,11032274,1,8570551,0.009064314,0.011667861,1.287230424,,,,,,,0
death,APR 2022,202217,18-29,vax with updated booster,,0,1,8570551,,0.011667861,,,,,,,,0
death,APR 2022,202217,30-49,vaccinated,11,19981110,14,9846255.85,0.055051997,0.142186027,2.582758769,,,,,,,1
death,APR 2022,202217,30-49,vax with updated booster,,0,14,9846255.85,,0.142186027,,,,,,,,1
death,APR 2022,202217,50-64,vaccinated,26,16330139,15,4736378,0.159214811,0.316697696,1.989122076,,,,,,,1
death,APR 2022,202217,50-64,vax with updated booster,,0,15,4736378,,0.316697696,,,,,,,,1
death,APR 2022,202217,65-79,vaccinated,60,12251120,57,1257428.15,0.489751141,4.533062187,9.255848137,,,,,,,1
death,APR 2022,202217,65-79,vax with updated booster,,0,57,1257428.15,,4.533062187,,,,,,,,1
death,APR 2022,202217,80+,vaccinated,129,3413927,66,543645.9,3.778639672,12.14025527,3.212863972,,,,,,,1
death,APR 2022,202217,80+,vax with updated booster,,0,66,543645.9,,12.14025527,,,,,,,,1
death,APR 2022,202217,all_ages,vaccinated,227,68094348,153,29439225.9,,,,0.258067667,1.110105104,4.301604753,0.191094376,0.909104717,4.75735987,1
death,APR 2022,202217,all_ages,vax with updated booster,,0,153,29439225.9,,,,,1.110105104,,,0.909104717,,1
death,MAY 2022,202218,5-11,vaccinated,0,2903984,0,8594155,0,0,,,,,,,,0
death,MAY 2022,202218,5-11,vax with updated booster,,0,0,8594155,,0,,,,,,,,0
death,MAY 2022,202218,12-17,vaccinated,0,5091079,3,4477574,0,0.067000568,,,,,,,,0
death,MAY 2022,202218,12-17,vax with updated booster,,0,3,4477574,,0.067000568,,,,,,,,0
death,MAY 2022,202218,18-29,vaccinated,1,11040740,2,8553635,0.009057364,0.023381872,2.581531711,,,,,,,0
death,MAY 2022,202218,18-29,vax with updated booster,,0,2,8553635,,0.023381872,,,,,,,,0
death,MAY 2022,202218,30-49,vaccinated,2,19984147,10,9829558.85,0.010007933,0.101733965,10.1653326,,,,,,,1
death,MAY 2022,202218,30-49,vax with updated booster,,0,10,9829558.85,,0.101733965,,,,,,,,1
death,MAY 2022,202218,50-64,vaccinated,25,16316986,23,4725695,0.15321457,0.486700898,3.176596695,,,,,,,1
death,MAY 2022,202218,50-64,vax with updated booster,,0,23,4725695,,0.486700898,,,,,,,,1
death,MAY 2022,202218,65-79,vaccinated,89,12230241,45,1248742.15,0.727704385,3.603626257,4.952046921,,,,,,,1
death,MAY 2022,202218,65-79,vax with updated booster,,0,45,1248742.15,,3.603626257,,,,,,,,1
death,MAY 2022,202218,80+,vaccinated,167,3408064,78,540137.9,4.90014272,14.4407567,2.947007368,,,,,,,1
death,MAY 2022,202218,80+,vax with updated booster,,0,78,540137.9,,14.4407567,,,,,,,,1
